GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,DENOMINATOR,INCIDENCE_RATE
WHO_REGIONS,EUR,European Region,2021,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2021,PERTUSSIS,Pertussis,"per 1,000,000 total population",3.4
WHO_REGIONS,EUR,European Region,2021,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
WHO_REGIONS,EUR,European Region,2021,RUBELLA,Rubella,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2021,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2021,TYPHOID,Typhoid,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2021,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2020,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2020,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2020,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",2.5
WHO_REGIONS,EUR,European Region,2020,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2020,MEASLES,Measles,"per 1,000,000 total population",13.3
WHO_REGIONS,EUR,European Region,2020,MUMPS,Mumps,"per 1,000,000 total population",16.2
WHO_REGIONS,EUR,European Region,2020,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2020,PERTUSSIS,Pertussis,"per 1,000,000 total population",23.7
WHO_REGIONS,EUR,European Region,2020,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2020,RUBELLA,Rubella,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2020,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2020,TYPHOID,Typhoid,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2020,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2019,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2019,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2019,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2019,MEASLES,Measles,"per 1,000,000 total population",115.0
WHO_REGIONS,EUR,European Region,2019,MUMPS,Mumps,"per 1,000,000 total population",30.9
WHO_REGIONS,EUR,European Region,2019,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2019,PERTUSSIS,Pertussis,"per 1,000,000 total population",74.7
WHO_REGIONS,EUR,European Region,2019,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2019,RUBELLA,Rubella,"per 1,000,000 total population",0.7
WHO_REGIONS,EUR,European Region,2019,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2019,TYPHOID,Typhoid,"per 1,000,000 total population",1.0
WHO_REGIONS,EUR,European Region,2019,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2018,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2018,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2018,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2018,MEASLES,Measles,"per 1,000,000 total population",95.8
WHO_REGIONS,EUR,European Region,2018,MUMPS,Mumps,"per 1,000,000 total population",23.7
WHO_REGIONS,EUR,European Region,2018,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2018,PERTUSSIS,Pertussis,"per 1,000,000 total population",66.1
WHO_REGIONS,EUR,European Region,2018,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2018,RUBELLA,Rubella,"per 1,000,000 total population",0.9
WHO_REGIONS,EUR,European Region,2018,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2018,TYPHOID,Typhoid,"per 1,000,000 total population",0.4
WHO_REGIONS,EUR,European Region,2018,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2017,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2017,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2017,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2017,MEASLES,Measles,"per 1,000,000 total population",26.3
WHO_REGIONS,EUR,European Region,2017,MUMPS,Mumps,"per 1,000,000 total population",31.9
WHO_REGIONS,EUR,European Region,2017,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2017,PERTUSSIS,Pertussis,"per 1,000,000 total population",68.1
WHO_REGIONS,EUR,European Region,2017,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2017,RUBELLA,Rubella,"per 1,000,000 total population",1.0
WHO_REGIONS,EUR,European Region,2017,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2017,TYPHOID,Typhoid,"per 1,000,000 total population",3.0
WHO_REGIONS,EUR,European Region,2017,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2016,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2016,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2016,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2016,MEASLES,Measles,"per 1,000,000 total population",5.2
WHO_REGIONS,EUR,European Region,2016,MUMPS,Mumps,"per 1,000,000 total population",27.4
WHO_REGIONS,EUR,European Region,2016,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2016,PERTUSSIS,Pertussis,"per 1,000,000 total population",81.1
WHO_REGIONS,EUR,European Region,2016,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2016,RUBELLA,Rubella,"per 1,000,000 total population",1.9
WHO_REGIONS,EUR,European Region,2016,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2016,TYPHOID,Typhoid,"per 1,000,000 total population",3.1
WHO_REGIONS,EUR,European Region,2016,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2015,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2015,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2015,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2015,MEASLES,Measles,"per 1,000,000 total population",29.6
WHO_REGIONS,EUR,European Region,2015,MUMPS,Mumps,"per 1,000,000 total population",14.9
WHO_REGIONS,EUR,European Region,2015,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2015,PERTUSSIS,Pertussis,"per 1,000,000 total population",67.1
WHO_REGIONS,EUR,European Region,2015,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2015,RUBELLA,Rubella,"per 1,000,000 total population",0.8
WHO_REGIONS,EUR,European Region,2015,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2015,TYPHOID,Typhoid,"per 1,000,000 total population",2.8
WHO_REGIONS,EUR,European Region,2015,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2014,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2014,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2014,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2014,MEASLES,Measles,"per 1,000,000 total population",19.1
WHO_REGIONS,EUR,European Region,2014,MUMPS,Mumps,"per 1,000,000 total population",17.8
WHO_REGIONS,EUR,European Region,2014,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2014,PERTUSSIS,Pertussis,"per 1,000,000 total population",76.2
WHO_REGIONS,EUR,European Region,2014,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.3
WHO_REGIONS,EUR,European Region,2014,RUBELLA,Rubella,"per 1,000,000 total population",1.0
WHO_REGIONS,EUR,European Region,2014,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
WHO_REGIONS,EUR,European Region,2014,TYPHOID,Typhoid,"per 1,000,000 total population",2.8
WHO_REGIONS,EUR,European Region,2014,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2013,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
WHO_REGIONS,EUR,European Region,2013,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2013,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2013,MEASLES,Measles,"per 1,000,000 total population",33.4
WHO_REGIONS,EUR,European Region,2013,MUMPS,Mumps,"per 1,000,000 total population",55.6
WHO_REGIONS,EUR,European Region,2013,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2013,PERTUSSIS,Pertussis,"per 1,000,000 total population",54.1
WHO_REGIONS,EUR,European Region,2013,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2013,RUBELLA,Rubella,"per 1,000,000 total population",62.3
WHO_REGIONS,EUR,European Region,2013,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2013,TYPHOID,Typhoid,"per 1,000,000 total population",1.7
WHO_REGIONS,EUR,European Region,2013,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2012,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
WHO_REGIONS,EUR,European Region,2012,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2012,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2012,MEASLES,Measles,"per 1,000,000 total population",34.0
WHO_REGIONS,EUR,European Region,2012,MUMPS,Mumps,"per 1,000,000 total population",53.4
WHO_REGIONS,EUR,European Region,2012,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2012,PERTUSSIS,Pertussis,"per 1,000,000 total population",77.2
WHO_REGIONS,EUR,European Region,2012,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2012,RUBELLA,Rubella,"per 1,000,000 total population",42.2
WHO_REGIONS,EUR,European Region,2012,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2012,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2011,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2011,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2011,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2011,MEASLES,Measles,"per 1,000,000 total population",43.0
WHO_REGIONS,EUR,European Region,2011,MUMPS,Mumps,"per 1,000,000 total population",38.7
WHO_REGIONS,EUR,European Region,2011,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2011,PERTUSSIS,Pertussis,"per 1,000,000 total population",47.9
WHO_REGIONS,EUR,European Region,2011,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2011,RUBELLA,Rubella,"per 1,000,000 total population",13.7
WHO_REGIONS,EUR,European Region,2011,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2011,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2010,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2010,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2010,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2010,MEASLES,Measles,"per 1,000,000 total population",34.1
WHO_REGIONS,EUR,European Region,2010,MUMPS,Mumps,"per 1,000,000 total population",35.3
WHO_REGIONS,EUR,European Region,2010,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2010,PERTUSSIS,Pertussis,"per 1,000,000 total population",37.4
WHO_REGIONS,EUR,European Region,2010,POLIO,Poliomyelitis,"per 1,000,000 <15 population",3.1
WHO_REGIONS,EUR,European Region,2010,RUBELLA,Rubella,"per 1,000,000 total population",14.2
WHO_REGIONS,EUR,European Region,2010,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2010,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2009,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2009,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2009,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2009,MEASLES,Measles,"per 1,000,000 total population",8.9
WHO_REGIONS,EUR,European Region,2009,MUMPS,Mumps,"per 1,000,000 total population",59.6
WHO_REGIONS,EUR,European Region,2009,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2009,PERTUSSIS,Pertussis,"per 1,000,000 total population",42.2
WHO_REGIONS,EUR,European Region,2009,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2009,RUBELLA,Rubella,"per 1,000,000 total population",17.1
WHO_REGIONS,EUR,European Region,2009,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2009,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2008,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2008,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2008,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2008,MEASLES,Measles,"per 1,000,000 total population",10.4
WHO_REGIONS,EUR,European Region,2008,MUMPS,Mumps,"per 1,000,000 total population",105.2
WHO_REGIONS,EUR,European Region,2008,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2008,PERTUSSIS,Pertussis,"per 1,000,000 total population",36.0
WHO_REGIONS,EUR,European Region,2008,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2008,RUBELLA,Rubella,"per 1,000,000 total population",34.2
WHO_REGIONS,EUR,European Region,2008,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
WHO_REGIONS,EUR,European Region,2008,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2007,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2007,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2007,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2007,MEASLES,Measles,"per 1,000,000 total population",7.9
WHO_REGIONS,EUR,European Region,2007,MUMPS,Mumps,"per 1,000,000 total population",92.5
WHO_REGIONS,EUR,European Region,2007,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2007,PERTUSSIS,Pertussis,"per 1,000,000 total population",39.4
WHO_REGIONS,EUR,European Region,2007,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2007,RUBELLA,Rubella,"per 1,000,000 total population",94.2
WHO_REGIONS,EUR,European Region,2007,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2007,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2006,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2006,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.4
WHO_REGIONS,EUR,European Region,2006,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2006,MEASLES,Measles,"per 1,000,000 total population",61.6
WHO_REGIONS,EUR,European Region,2006,MUMPS,Mumps,"per 1,000,000 total population",118.3
WHO_REGIONS,EUR,European Region,2006,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2006,PERTUSSIS,Pertussis,"per 1,000,000 total population",38.5
WHO_REGIONS,EUR,European Region,2006,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2006,RUBELLA,Rubella,"per 1,000,000 total population",277.7
WHO_REGIONS,EUR,European Region,2006,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2006,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2005,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2005,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
WHO_REGIONS,EUR,European Region,2005,MEASLES,Measles,"per 1,000,000 total population",42.7
WHO_REGIONS,EUR,European Region,2005,MUMPS,Mumps,"per 1,000,000 total population",342.9
WHO_REGIONS,EUR,European Region,2005,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2005,PERTUSSIS,Pertussis,"per 1,000,000 total population",36.2
WHO_REGIONS,EUR,European Region,2005,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2005,RUBELLA,Rubella,"per 1,000,000 total population",290.2
WHO_REGIONS,EUR,European Region,2005,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EUR,European Region,2005,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2004,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2004,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.8
WHO_REGIONS,EUR,European Region,2004,MEASLES,Measles,"per 1,000,000 total population",33.6
WHO_REGIONS,EUR,European Region,2004,MUMPS,Mumps,"per 1,000,000 total population",384.3
WHO_REGIONS,EUR,European Region,2004,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2004,PERTUSSIS,Pertussis,"per 1,000,000 total population",61.6
WHO_REGIONS,EUR,European Region,2004,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2004,RUBELLA,Rubella,"per 1,000,000 total population",433.9
WHO_REGIONS,EUR,European Region,2004,TTETANUS,Total tetanus,"per 1,000,000 total population",0.4
WHO_REGIONS,EUR,European Region,2004,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2003,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2003,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.0
WHO_REGIONS,EUR,European Region,2003,MEASLES,Measles,"per 1,000,000 total population",35.1
WHO_REGIONS,EUR,European Region,2003,MUMPS,Mumps,"per 1,000,000 total population",338.8
WHO_REGIONS,EUR,European Region,2003,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2003,PERTUSSIS,Pertussis,"per 1,000,000 total population",36.5
WHO_REGIONS,EUR,European Region,2003,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2003,RUBELLA,Rubella,"per 1,000,000 total population",480.4
WHO_REGIONS,EUR,European Region,2003,TTETANUS,Total tetanus,"per 1,000,000 total population",0.5
WHO_REGIONS,EUR,European Region,2003,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2002,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2002,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.4
WHO_REGIONS,EUR,European Region,2002,MEASLES,Measles,"per 1,000,000 total population",55.3
WHO_REGIONS,EUR,European Region,2002,MUMPS,Mumps,"per 1,000,000 total population",272.1
WHO_REGIONS,EUR,European Region,2002,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2002,PERTUSSIS,Pertussis,"per 1,000,000 total population",34.8
WHO_REGIONS,EUR,European Region,2002,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2002,RUBELLA,Rubella,"per 1,000,000 total population",953.4
WHO_REGIONS,EUR,European Region,2002,TTETANUS,Total tetanus,"per 1,000,000 total population",0.5
WHO_REGIONS,EUR,European Region,2002,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2001,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,2001,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.0
WHO_REGIONS,EUR,European Region,2001,MEASLES,Measles,"per 1,000,000 total population",85.7
WHO_REGIONS,EUR,European Region,2001,MUMPS,Mumps,"per 1,000,000 total population",305.8
WHO_REGIONS,EUR,European Region,2001,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2001,PERTUSSIS,Pertussis,"per 1,000,000 total population",51.9
WHO_REGIONS,EUR,European Region,2001,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2001,RUBELLA,Rubella,"per 1,000,000 total population",1532.4
WHO_REGIONS,EUR,European Region,2001,TTETANUS,Total tetanus,"per 1,000,000 total population",0.5
WHO_REGIONS,EUR,European Region,2001,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,2000,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
WHO_REGIONS,EUR,European Region,2000,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.9
WHO_REGIONS,EUR,European Region,2000,MEASLES,Measles,"per 1,000,000 total population",49.8
WHO_REGIONS,EUR,European Region,2000,MUMPS,Mumps,"per 1,000,000 total population",363.3
WHO_REGIONS,EUR,European Region,2000,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,2000,PERTUSSIS,Pertussis,"per 1,000,000 total population",76.7
WHO_REGIONS,EUR,European Region,2000,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,EUR,European Region,2000,RUBELLA,Rubella,"per 1,000,000 total population",991.3
WHO_REGIONS,EUR,European Region,2000,TTETANUS,Total tetanus,"per 1,000,000 total population",0.5
WHO_REGIONS,EUR,European Region,2000,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,1999,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EUR,European Region,1999,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.3
WHO_REGIONS,EUR,European Region,1999,MEASLES,Measles,"per 1,000,000 total population",61.2
WHO_REGIONS,EUR,European Region,1999,MUMPS,Mumps,"per 1,000,000 total population",715.1
WHO_REGIONS,EUR,European Region,1999,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,1999,PERTUSSIS,Pertussis,"per 1,000,000 total population",77.1
WHO_REGIONS,EUR,European Region,1999,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,EUR,European Region,1999,RUBELLA,Rubella,"per 1,000,000 total population",1450.5
WHO_REGIONS,EUR,European Region,1999,TTETANUS,Total tetanus,"per 1,000,000 total population",0.6
WHO_REGIONS,EUR,European Region,1999,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,1998,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",3.5
WHO_REGIONS,EUR,European Region,1998,MEASLES,Measles,"per 1,000,000 total population",110.4
WHO_REGIONS,EUR,European Region,1998,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,1998,PERTUSSIS,Pertussis,"per 1,000,000 total population",81.0
WHO_REGIONS,EUR,European Region,1998,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,EUR,European Region,1998,TTETANUS,Total tetanus,"per 1,000,000 total population",0.6
WHO_REGIONS,EUR,European Region,1998,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EUR,European Region,1997,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",9.6
WHO_REGIONS,EUR,European Region,1997,MEASLES,Measles,"per 1,000,000 total population",275.1
WHO_REGIONS,EUR,European Region,1997,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,1997,PERTUSSIS,Pertussis,"per 1,000,000 total population",93.3
WHO_REGIONS,EUR,European Region,1997,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,EUR,European Region,1997,TTETANUS,Total tetanus,"per 1,000,000 total population",0.6
WHO_REGIONS,EUR,European Region,1997,YFEVER,Yellow fever,"per 1,000,000 total population",
WHO_REGIONS,EUR,European Region,1996,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",23.6
WHO_REGIONS,EUR,European Region,1996,MEASLES,Measles,"per 1,000,000 total population",231.3
WHO_REGIONS,EUR,European Region,1996,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EUR,European Region,1996,PERTUSSIS,Pertussis,"per 1,000,000 total population",70.3
WHO_REGIONS,EUR,European Region,1996,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,EUR,European Region,1996,TTETANUS,Total tetanus,"per 1,000,000 total population",0.7
WHO_REGIONS,EUR,European Region,1996,YFEVER,Yellow fever,"per 1,000,000 total population",
WHO_REGIONS,EUR,European Region,1995,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",58.4
WHO_REGIONS,EUR,European Region,1995,MEASLES,Measles,"per 1,000,000 total population",199.1
WHO_REGIONS,EUR,European Region,1995,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
